Chave,Tipo de item,Resumo,Projeto,Unidade de Negócio,Status,Prioridade,Criado,Resolvido_Piloto,Atualizado(a),SLA_Horas_Resolucao,HorasResolucao_Calculated,CumpriuSLA_Resolucao_Calculated,SLA_Violado_Calculated,SLA_Horas_Primeira_Resposta,HorasPrimeiraResposta_Original,CumpriuSLA_PrimeiraResposta_Calculated,Is_Open,Aging_Horas,Em_Risco,Status_Categoria,LeadTime_Horas,Mes_Criacao,Ano_Criacao,Tempo até a primeira resposta,Tempo de resolução,SLA,Primeira Resposta
SEB-140,Problema,ENC: Sales Center fora de ar,SEB - Suporte,Tribo 1,Concluído,Medium,2024-10-08 09:46:00,2024-10-09 14:13:00,2024-10-09 14:51:00,16.0,28.45,Não,Sim,8.0,-42.55,Sim,False,,Não,Fechado,28.45,2024-10-31 00:00:00,2024,"-1 day, 18:33:00","-1 day, 18:33:00",Violado,Violado
SEB-142,Dúvida ,ENC: 05.137.447/0001-20 - EVERTCAL TECNOLOGIA,SEB - Suporte,Tribo 1,Concluído,Medium,2024-10-14 17:20:00,2024-10-23 16:06:00,2024-10-23 16:06:00,16.0,214.76666666666668,Não,Sim,8.0,-90.26666666666667,Sim,False,,Não,Fechado,214.76666666666668,2024-10-31 00:00:00,2024,"-3 days, 18:16:00","-3 days, 18:16:00",Violado,Violado
SEB-144,Dúvida ,Sistema Ferramental,SEB - Suporte,Tribo 1,Concluído,Medium,2024-10-15 17:15:00,2024-12-12 14:10:00,2024-12-13 17:16:00,16.0,1388.9166666666667,Não,Sim,8.0,-41.28333333333333,Sim,False,,Não,Fechado,1388.9166666666667,2024-10-31 00:00:00,2024,"-1 day, 17:17:00","-1 day, 17:17:00",Violado,Violado
SEB-146,Dúvida ,Erro - O centro de custos informado esta inativo,SEB - Suporte,Tribo 1,Concluído,Medium,2024-10-17 17:35:00,2024-10-18 16:27:00,2024-10-18 16:27:00,16.0,22.866666666666667,Não,Sim,8.0,3.75,Sim,False,,Não,Fechado,22.866666666666667,2024-10-31 00:00:00,2024,3:45:00,3:45:00,Atingido,Atingido
SEB-147,Bug,ENC: Problema tela SC transferência de verbas,SEB - Suporte,Tribo 1,Concluído,Medium,2024-10-19 19:08:00,2024-10-23 16:13:00,2024-10-23 16:13:00,16.0,93.08333333333333,Não,Sim,8.0,2.5166666666666666,Sim,False,,Não,Fechado,93.08333333333333,2024-10-31 00:00:00,2024,2:31:00,2:31:00,Atingido,Atingido
SEB-148,Dúvida ,Cancelamento de empenhos - T-1438081,SEB - Suporte,Tribo 1,Concluído,Medium,2024-10-19 19:23:00,2025-01-15 13:21:00,2025-01-15 13:21:00,16.0,2105.9666666666667,Não,Sim,8.0,-88.8,Sim,False,,Não,Fechado,2105.9666666666667,2024-10-31 00:00:00,2024,"-3 days, 16:48:00","-3 days, 16:47:00",Violado,Violado
SEB-149,Dúvida ,ENC: Provisionamento Base Liquida - SENDAS,SEB - Suporte,Tribo 1,Concluído,Medium,2024-10-21 13:32:00,2024-11-26 08:34:00,2024-11-26 08:34:00,16.0,859.0333333333333,Não,Sim,8.0,7.016666666666667,Sim,False,,Não,Fechado,859.0333333333333,2024-10-31 00:00:00,2024,7:01:00,3:32:00,Atingido,Atingido
SEB-154,Bug,Reclame Aqui ID 200011083,SEB - Suporte,Tribo 1,Concluído,Medium,2024-10-30 08:45:00,2024-11-06 13:30:00,2024-11-07 10:42:00,16.0,172.75,Não,Sim,8.0,8.0,Sim,False,,Não,Fechado,172.75,2024-10-31 00:00:00,2024,8:00:00,"-1 day, 13:53:00",Violado,Atingido
SEB-155,Problema,Erros | Pedidos de Amostras Grátis | Planta Recife - T-1452907,SEB - Suporte,Tribo 1,Concluído,Medium,2024-11-04 09:24:00,2025-02-10 09:39:00,2025-02-10 09:39:00,16.0,2352.25,Não,Sim,8.0,6.666666666666667,Sim,False,,Não,Fechado,2352.25,2024-11-30 00:00:00,2024,6:40:00,"-2 days, 22:41:00",Violado,Atingido
SEB-156,Dúvida ,ENC: T-1473688 - Your request has been submitted,SEB - Suporte,Tribo 1,Concluído,Lowest,2024-11-22 18:23:00,2024-12-02 22:22:00,2024-12-02 22:22:00,40.0,243.98333333333332,Não,Sim,20.0,23.983333333333334,Não,False,,Não,Fechado,243.98333333333332,2024-11-30 00:00:00,2024,23:59:00,23:59:00,Atingido,Atingido
SEB-160,Bug,Erro ao salvar o Workflow - Ocorreu um erro ao consultar a API PC Crédito ,SEB - Suporte,Tribo 1,Concluído,High,2024-11-29 11:30:00,2024-12-03 10:52:00,2024-12-09 08:49:00,6.0,95.36666666666666,Não,Sim,3.0,5.833333333333333,Não,False,,Não,Fechado,95.36666666666666,2024-11-30 00:00:00,2024,5:50:00,"-1 day, 20:45:00",Violado,Atingido
SEB-162,Dúvida ,As notas fiscais abaixo não constam no relatório “Rel. Contratos” - T-1484621,SEB - Suporte,Tribo 1,Concluído,Medium,2024-12-03 10:43:00,2024-12-19 13:19:00,2024-12-19 13:19:00,16.0,386.6,Não,Sim,8.0,3.5,Sim,False,,Não,Fechado,386.6,2024-12-31 00:00:00,2024,3:30:00,3:30:00,Atingido,Atingido
SEB-163,Bug,ENC: Sales Center_ Erro nas fichas de cadastro,SEB - Suporte,Tribo 1,Encerrado,Lowest,2024-12-03 10:57:00,2024-12-19 13:18:00,2024-12-19 13:18:00,40.0,386.35,Não,Sim,20.0,18.616666666666667,Sim,False,,Não,Fechado,386.35,2024-12-31 00:00:00,2024,18:37:00,18:37:00,Atingido,Atingido
SEB-164,Dúvida ,ENC: Frete,SEB - Suporte,Tribo 1,Concluído,Lowest,2024-12-04 15:20:00,2025-02-19 14:12:00,2025-02-19 14:12:00,40.0,1846.8666666666666,Não,Sim,20.0,23.933333333333334,Não,False,,Não,Fechado,1846.8666666666666,2024-12-31 00:00:00,2024,23:56:00,"-6 days, 11:38:00",Violado,Atingido
SEB-165,Dúvida ,Notas não encontradas no Rel Verba - T-1484901,SEB - Suporte,Tribo 1,Concluído,Lowest,2024-12-05 08:51:00,2024-12-19 13:45:00,2024-12-19 13:45:00,40.0,340.9,Não,Sim,20.0,7.783333333333333,Sim,False,,Não,Fechado,340.9,2024-12-31 00:00:00,2024,7:47:00,7:47:00,Atingido,Atingido
SEB-166,Bug,Problema aprovação Sales Center -  T-1493473,SEB - Suporte,Tribo 1,Concluído,Lowest,2024-12-10 07:29:00,2025-01-28 15:56:00,2025-01-28 15:56:00,40.0,1184.45,Não,Sim,20.0,14.616666666666667,Sim,False,,Não,Fechado,1184.45,2024-12-31 00:00:00,2024,14:37:00,"-2 days, 4:27:00",Violado,Atingido
SEB-167,Problema,Portal de Desenho não abre no navegador EDGE,SEB - Suporte,Tribo 1,Concluído,Low,2024-12-10 08:09:00,2025-02-05 15:16:00,2025-02-05 15:17:00,24.0,1375.1166666666666,Não,Sim,12.0,14.2,Não,False,,Não,Fechado,1375.1166666666666,2024-12-31 00:00:00,2024,14:12:00,"-3 days, 19:58:00",Violado,Atingido
SEB-168,Dúvida ,URGENTE - NOVO CADASTRO - JOWITEC - T-1499233 (Consulta Serasa/Master Data),SEB - Suporte,Tribo 1,Concluído,Lowest,2024-12-12 17:52:00,2025-01-29 16:30:00,2025-01-29 16:30:00,40.0,1150.6333333333334,Não,Sim,20.0,10.2,Sim,False,,Não,Fechado,1150.6333333333334,2024-12-31 00:00:00,2024,10:12:00,10:12:00,Atingido,Atingido
SEB-169,Problema,Sales center fora do Ar,SEB - Suporte,Tribo 1,Concluído,Lowest,2024-12-16 17:20:00,2024-12-19 13:14:00,2024-12-19 13:14:00,40.0,67.9,Não,Sim,20.0,1.1,Sim,False,,Não,Fechado,67.9,2024-12-31 00:00:00,2024,1:06:00,1:06:00,Atingido,Atingido
SEB-173,Incidente,Carga Full de Preços,SEB - Suporte,Tribo 1,Concluído,Medium,2025-01-08 09:16:00,2025-01-08 22:39:00,2025-01-08 22:39:00,16.0,13.383333333333333,Sim,Não,8.0,-47.28333333333333,Sim,False,,Não,Fechado,13.383333333333333,2025-01-31 00:00:00,2025,"-1 day, 23:17:00","-1 day, 23:17:00",Violado,Violado
SEB-174,Dúvida ,Workflow de cadastro de fornecedor - T-1517570,SEB - Suporte,Tribo 1,Concluído,Lowest,2025-01-09 09:55:00,2025-01-20 17:11:00,2025-01-20 17:11:00,40.0,271.26666666666665,Não,Sim,20.0,15.916666666666666,Sim,False,,Não,Fechado,271.26666666666665,2025-01-31 00:00:00,2025,15:55:00,15:55:00,Atingido,Atingido
SEB-177,Problema,Sistema de Contratos ,SEB - Suporte,Tribo 1,Concluído,Lowest,2025-01-22 15:50:00,2025-02-12 14:15:00,2025-02-12 14:15:00,40.0,502.4166666666667,Não,Sim,20.0,21.35,Não,False,,Não,Fechado,502.4166666666667,2025-01-31 00:00:00,2025,21:21:00,21:21:00,Atingido,Atingido
SEB-178,Dúvida ,Atualização centro_contrato SET - T-1501921,SEB - Suporte,Tribo 1,Concluído,Lowest,2025-01-22 16:32:00,2025-01-29 16:30:00,2025-01-29 16:30:00,40.0,167.96666666666667,Não,Sim,20.0,2.85,Sim,False,,Não,Fechado,167.96666666666667,2025-01-31 00:00:00,2025,2:51:00,"-1 day, 11:49:00",Violado,Atingido
SEB-18,Bug Legado,ENC: Atualizar documentos do sistema de avaliação ,SEB - Suporte,Tribo 1,Encerrado,Medium,2024-02-28 14:17:00,2024-06-26 16:40:00,2024-07-01 14:56:00,16.0,2858.383333333333,Não,Sim,8.0,-62.833333333333336,Sim,False,,Não,Fechado,2858.383333333333,2024-02-29 00:00:00,2024,"-2 days, 14:50:00","-2 days, 14:50:00",Violado,Violado
SEB-181,Dúvida ,Erro Sales Center - T-1524953,SEB - Suporte,Tribo 1,Concluído,Lowest,2025-02-03 09:39:00,2025-02-05 15:48:00,2025-02-05 15:48:00,40.0,54.15,Não,Sim,20.0,10.966666666666667,Sim,False,,Não,Fechado,54.15,2025-02-28 00:00:00,2025,10:58:00,10:58:00,Atingido,Atingido
SEB-185,Incidente,RE: Incidencia 73 - CO // Desconexión del aplicativo DMS [SUC:166283],SEB - Suporte,Tribo 1,Concluído,Highest,2025-02-06 17:45:00,2025-02-11 09:21:00,2025-02-11 09:21:00,4.0,111.6,Não,Sim,2.0,14.45,Não,False,,Não,Fechado,111.6,2025-02-28 00:00:00,2025,14:27:00,"-1 day, 9:25:00",Violado,Atingido
SEB-189,Incidente,SALES CENTER – ERRO WF CADASTRO CADASTRO DE FORNECEDOR STEP FINANCAS,SEB - Suporte,Tribo 1,Concluído,Lowest,2025-02-18 09:33:00,2025-02-19 13:24:00,2025-02-19 13:24:00,40.0,27.85,Sim,Não,20.0,11.133333333333333,Sim,False,,Não,Fechado,27.85,2025-02-28 00:00:00,2025,11:08:00,11:08:00,Atingido,Atingido
SEB-19,Dúvida ,Sistema Pedido Gratis ,SEB - Suporte,Tribo 1,Concluído,Medium,2024-03-01 11:21:00,2024-04-26 11:40:00,2024-07-01 14:56:00,16.0,1344.3166666666666,Não,Sim,8.0,-30.716666666666665,Sim,False,,Não,Fechado,1344.3166666666666,2024-03-31 00:00:00,2024,"-1 day, 6:43:00","-1 day, 6:43:00",Violado,Violado
SEB-194,Dúvida ,SALES CENTER > Pedido muestras trabado - T-1580031,SEB - Suporte,Tribo 1,Concluído,Lowest,2025-03-18 06:37:00,2025-03-27 11:43:00,2025-04-08 09:52:00,40.0,221.1,Não,Sim,20.0,14.5,Sim,False,,Não,Fechado,221.1,2025-03-31 00:00:00,2025,14:30:00,14:30:00,Atingido,Atingido
SEB-20,Dúvida ,ENC: T-1213379 - Erro ao criar pedido através de sistema e contratos - Urgente ,SEB - Suporte,Tribo 1,Concluído,Lowest,2024-03-01 11:54:00,2024-03-12 16:04:00,2024-07-01 14:56:00,40.0,268.1666666666667,Não,Sim,20.0,-32.56666666666667,Sim,False,,Não,Fechado,268.1666666666667,2024-03-31 00:00:00,2024,"-1 day, 8:34:00","-1 day, 8:34:00",Violado,Violado
SEB-21,Incidente,Erro Sales Center - Consulta de pedidos em manutenção,SEB - Suporte,Tribo 1,Concluído,Lowest,2024-03-04 09:24:00,2024-03-05 23:13:00,2024-07-01 14:56:00,40.0,37.81666666666667,Sim,Não,20.0,-38.416666666666664,Sim,False,,Não,Fechado,37.81666666666667,2024-03-31 00:00:00,2024,"-1 day, 14:25:00","-1 day, 14:25:00",Violado,Violado
SEB-22,Dúvida ,ENC: Preço de Base,SEB - Suporte,Tribo 1,Concluído,Lowest,2024-03-05 15:58:00,2024-03-19 09:27:00,2024-07-01 14:56:00,40.0,329.48333333333335,Não,Sim,20.0,-44.983333333333334,Sim,False,,Não,Fechado,329.48333333333335,2024-03-31 00:00:00,2024,"-1 day, 20:59:00","-1 day, 20:59:00",Violado,Violado
SEB-23,Dúvida ,ENC: Problema en la interconexión de Sales Center y SAP,SEB - Suporte,Tribo 1,Concluído,Medium,2024-03-07 18:08:00,2024-03-07 21:27:00,2024-07-01 14:56:00,16.0,3.316666666666667,Sim,Não,8.0,8.0,Sim,False,,Não,Fechado,3.316666666666667,2024-03-31 00:00:00,2024,8:00:00,8:00:00,Atingido,Atingido
SEB-29,Dúvida ,Alterar status de RIA - T-1236856,SEB - Suporte,Tribo 1,Concluído,Medium,2024-04-01 06:59:00,2024-04-26 11:40:00,2024-07-01 14:56:00,16.0,604.6833333333333,Não,Sim,8.0,-24.0,Sim,False,,Não,Fechado,604.6833333333333,2024-04-30 00:00:00,2024,"-1 day, 0:00:00","-1 day, 0:00:00",Violado,Violado
SEB-3,Dúvida ,ENC: Centro de Custo - Sistema de Pedido Grátis ,SEB - Suporte,Tribo 1,Concluído,Lowest,2024-02-21 17:01:00,2024-03-01 09:30:00,2024-07-01 14:56:00,40.0,208.48333333333332,Não,Sim,20.0,-68.55,Sim,False,,Não,Fechado,208.48333333333332,2024-02-29 00:00:00,2024,"-2 days, 20:33:00","-2 days, 20:33:00",Violado,Violado
SEB-31,Dúvida ,ENC: Prazo Americanas - urgente ,SEB - Suporte,Tribo 1,Concluído,Medium,2024-04-05 14:43:00,2024-04-15 11:04:00,2024-07-01 14:56:00,16.0,236.35,Não,Sim,8.0,4.716666666666667,Sim,False,,Não,Fechado,236.35,2024-04-30 00:00:00,2024,4:43:00,4:43:00,Atingido,Atingido
SEB-32,Dúvida ,Reunião PerformaIT_SEB (Sistema Pedido Grátis),SEB - Suporte,Tribo 1,Concluído,Lowest,2024-04-11 13:30:00,2024-05-21 09:35:00,2024-07-01 14:56:00,40.0,956.0833333333334,Não,Sim,20.0,23.983333333333334,Não,False,,Não,Fechado,956.0833333333334,2024-04-30 00:00:00,2024,23:59:00,23:59:00,Atingido,Atingido
SEB-33,Dúvida ,RES: RES: PROBLEMAS EDI - PEDIDOS PRORMAÇAÃO CARREFOUR,SEB - Suporte,Tribo 1,Concluído,Medium,2024-04-11 14:44:00,2024-08-28 14:24:00,2024-08-28 14:24:00,16.0,3335.6666666666665,Não,Sim,8.0,-872.3333333333334,Sim,False,,Não,Fechado,3335.6666666666665,2024-04-30 00:00:00,2024,"-36 days, 8:20:00","-36 days, 8:20:00",Violado,Violado
SEB-34,Incidente,**URGENTE** Limitação de Volumes - K0000816 - Kits Airfryer - T-1257621,SEB - Suporte,Tribo 1,Concluído,Highest,2024-04-12 11:47:00,2024-04-12 14:18:00,2024-07-01 14:56:00,4.0,2.5166666666666666,Sim,Não,2.0,1.4833333333333334,Sim,False,,Não,Fechado,2.5166666666666666,2024-04-30 00:00:00,2024,1:29:00,1:29:00,Atingido,Atingido
SEB-35,Incidente,Ticket number: T-1104944  RES: Sales Center  - MLA,SEB - Suporte,Tribo 1,Concluído,Medium,2024-04-12 16:06:00,2024-04-15 08:30:00,2024-07-01 14:56:00,16.0,64.4,Não,Sim,8.0,6.1,Sim,False,,Não,Fechado,64.4,2024-04-30 00:00:00,2024,6:06:00,6:06:00,Atingido,Atingido
SEB-36,Bug,Relatório de Verbas - T-1256057 ,SEB - Suporte,Tribo 1,Concluído,Medium,2024-04-15 11:06:00,2024-04-26 11:42:00,2024-07-01 14:56:00,16.0,264.6,Não,Sim,8.0,-38.583333333333336,Sim,False,,Não,Fechado,264.6,2024-04-30 00:00:00,2024,"-1 day, 14:35:00","-1 day, 14:35:00",Violado,Violado
SEB-38,Bug,Chamado performa - Tela Capa de Contratos - T-1256037,SEB - Suporte,Tribo 1,Finalizado,Medium,2024-04-15 13:56:00,2024-05-06 17:29:00,2024-07-01 14:56:00,16.0,507.55,Não,Sim,8.0,-137.45,Sim,False,,Não,Fechado,507.55,2024-04-30 00:00:00,2024,"-5 days, 17:27:00","-5 days, 17:27:00",Violado,Violado
SEB-4,Bug,ENC: Relatórios Sales Center -SPTPERFIT-5302,SEB - Suporte,Tribo 1,Encerrado,Medium,2023-08-23 09:55:00,,2024-03-18 10:05:00,16.0,,Pendente,N/A,8.0,-550.35,Sim,False,,Não,Fechado,,2023-08-31 00:00:00,2023,"-22 days, 22:21:00","-22 days, 22:21:00",Violado,Violado
SEB-44,Dúvida ,ENC: Chatuba - divergência de percentual,SEB - Suporte,Tribo 1,Encerrado,Medium,2024-04-23 13:18:00,2024-05-23 13:42:00,2024-07-01 14:56:00,16.0,720.4,Não,Sim,8.0,-163.83333333333334,Sim,False,,Não,Fechado,720.4,2024-04-30 00:00:00,2024,"-6 days, 19:50:00","-6 days, 19:50:00",Violado,Violado
SEB-45,Dúvida ,RP707/3 - T-1245254,SEB - Suporte,Tribo 1,Concluído,Medium,2024-04-23 13:26:00,2024-09-04 14:10:00,2024-09-04 14:10:00,16.0,3216.733333333333,Não,Sim,8.0,-239.48333333333332,Sim,False,,Não,Fechado,3216.733333333333,2024-04-30 00:00:00,2024,"-9 days, 23:29:00","-9 days, 23:29:00",Violado,Violado
SEB-48,Bug,ENC: Erro Carteira Online - Sales Center,SEB - Suporte,Tribo 1,Encerrado,Medium,2024-04-30 14:41:00,2024-05-22 13:36:00,2024-05-22 13:36:00,16.0,526.9166666666666,Não,Sim,8.0,-35.916666666666664,Sim,False,,Não,Fechado,526.9166666666666,2024-04-30 00:00:00,2024,"-1 day, 11:55:00","-1 day, 11:55:00",Violado,Violado
SEB-50,Bug,ENC: Sistema de contratos - Erro -urgente,SEB - Suporte,Tribo 1,Encerrado,Medium,2024-05-02 13:29:00,2024-06-25 14:43:00,2024-06-25 14:43:00,16.0,1297.2333333333333,Não,Sim,8.0,-37.25,Sim,False,,Não,Fechado,1297.2333333333333,2024-05-31 00:00:00,2024,"-1 day, 13:15:00","-1 day, 13:15:00",Violado,Violado
SEB-53,Dúvida ,Sales Center | Aprovadores de cadastro - T-1254974,SEB - Suporte,Tribo 1,Concluído,Medium,2024-05-03 17:08:00,2024-06-03 10:02:00,2024-06-03 10:02:00,16.0,736.9,Não,Sim,8.0,-137.33333333333334,Sim,False,,Não,Fechado,736.9,2024-05-31 00:00:00,2024,"-5 days, 17:20:00","-5 days, 17:20:00",Violado,Violado
SEB-54,Dúvida ,ENC: Filtro Kit Promocional,SEB - Suporte,Tribo 1,Concluído,Medium,2024-05-03 17:17:00,2024-06-03 10:02:00,2024-06-03 10:02:00,16.0,736.75,Não,Sim,8.0,-131.28333333333333,Sim,False,,Não,Fechado,736.75,2024-05-31 00:00:00,2024,"-5 days, 11:17:00","-5 days, 11:17:00",Violado,Violado
SEB-56,Bug,Dúvidas Verbas - Urgente ,SEB - Suporte,Tribo 1,Concluído,Medium,2024-05-07 09:55:00,2024-05-14 17:48:00,2024-05-14 17:48:00,16.0,175.88333333333333,Não,Sim,8.0,-47.28333333333333,Sim,False,,Não,Fechado,175.88333333333333,2024-05-31 00:00:00,2024,"-1 day, 23:17:00","-1 day, 23:17:00",Violado,Violado
SEB-58,Problema,Sales Center Fora ,SEB - Suporte,Tribo 1,Concluído,Medium,2024-05-10 08:47:00,2024-05-10 11:45:00,2024-05-10 11:45:00,16.0,2.966666666666667,Sim,Não,8.0,6.35,Sim,False,,Não,Fechado,2.966666666666667,2024-05-31 00:00:00,2024,6:21:00,6:21:00,Atingido,Atingido
SEB-60,Dúvida ,NSP Target - SAP X SALES CENTER,SEB - Suporte,Tribo 1,Concluído,Medium,2024-05-14 10:33:00,2024-05-14 12:23:00,2024-07-01 14:56:00,16.0,1.8333333333333333,Sim,Não,8.0,6.166666666666667,Sim,False,,Não,Fechado,1.8333333333333333,2024-05-31 00:00:00,2024,6:10:00,6:10:00,Atingido,Atingido
SEB-62,Incidente,ENC: Sales Center QA - off,SEB - Suporte,Tribo 1,Concluído,Medium,2024-05-16 12:20:00,2024-05-20 11:12:00,2024-05-20 11:12:00,16.0,94.86666666666666,Não,Sim,8.0,-39.15,Sim,False,,Não,Fechado,94.86666666666666,2024-05-31 00:00:00,2024,"-1 day, 15:09:00","-1 day, 15:09:00",Violado,Violado
SEB-64,Dúvida , Sistema de contratos -  T-1284090,SEB - Suporte,Tribo 1,Concluído,Medium,2024-05-20 16:49:00,2024-06-06 16:06:00,2024-06-06 16:08:00,16.0,407.28333333333336,Não,Sim,8.0,-52.38333333333333,Sim,False,,Não,Fechado,407.28333333333336,2024-05-31 00:00:00,2024,"-2 days, 4:23:00","-2 days, 4:23:00",Violado,Violado
SEB-68,Dúvida ,ENC: T-1289855 - Problemas solicitação sistema de contratos,SEB - Suporte,Tribo 1,Concluído,Medium,2024-05-28 09:25:00,2024-08-28 13:57:00,2024-08-28 15:05:00,16.0,2212.5333333333333,Não,Sim,8.0,-501.0833333333333,Sim,False,,Não,Fechado,2212.5333333333333,2024-05-31 00:00:00,2024,"-20 days, 21:05:00","-20 days, 21:05:00",Violado,Violado
SEB-71,Problema,ENC: Empenho Sales Center,SEB - Suporte,Tribo 1,Concluído,Medium,2024-06-07 13:40:00,2024-07-11 09:44:00,2024-07-11 09:44:00,16.0,812.0666666666667,Não,Sim,8.0,-91.61666666666666,Sim,False,,Não,Fechado,812.0666666666667,2024-06-30 00:00:00,2024,"-3 days, 19:37:00","-3 days, 19:37:00",Violado,Violado
SEB-74,Dúvida ,Problemas solicitação sistema de contratos - T-1289855,SEB - Suporte,Tribo 1,Concluído,Medium,2024-06-13 14:11:00,2024-09-09 13:33:00,2024-09-09 20:25:00,16.0,2111.366666666667,Não,Sim,8.0,-364.8333333333333,Sim,False,,Não,Fechado,2111.366666666667,2024-06-30 00:00:00,2024,"-15 days, 4:50:00","-15 days, 4:50:00",Violado,Violado
SEB-75,Dúvida ,Chamado - Atualização no sistema de abertura de RIA - T-1262446,SEB - Suporte,Tribo 1,Concluído,Medium,2024-06-13 15:04:00,2024-07-10 14:20:00,2024-07-10 14:20:00,16.0,647.2666666666667,Não,Sim,8.0,-182.73333333333332,Sim,False,,Não,Fechado,647.2666666666667,2024-06-30 00:00:00,2024,"-7 days, 14:44:00","-7 days, 14:44:00",Violado,Violado
SEB-79,Problema,ENC: PROBLEMA SISTEMA DE AVALIAÇÃO,SEB - Suporte,Tribo 1,Concluído,Medium,2024-06-20 11:27:00,2024-06-21 16:17:00,2024-06-21 16:19:00,16.0,28.833333333333332,Não,Sim,8.0,-42.18333333333333,Sim,False,,Não,Fechado,28.833333333333332,2024-06-30 00:00:00,2024,"-1 day, 18:11:00","-1 day, 18:11:00",Violado,Violado
SEB-8,Bug,ENC: SEB do Brasil - Cadastro de Clientes - Notificação de Pendências,SEB - Suporte,Tribo 1,Encerrado,Medium,2024-01-18 10:37:00,2024-03-18 10:05:00,2024-03-25 09:17:00,16.0,1439.4666666666667,Não,Sim,8.0,-256.6333333333333,Sim,False,,Não,Fechado,1439.4666666666667,2024-01-31 00:00:00,2024,"-10 days, 16:38:00","-10 days, 16:38:00",Violado,Violado
SEB-80,Bug,ENC: Estratégia de cotas em processamento,SEB - Suporte,Tribo 1,Encerrado,Medium,2024-06-21 18:23:00,2024-06-26 16:50:00,2024-06-26 16:50:00,16.0,118.45,Não,Sim,8.0,-47.0,Sim,False,,Não,Fechado,118.45,2024-06-30 00:00:00,2024,"-1 day, 23:00:00","-1 day, 23:00:00",Violado,Violado
SEB-81,Problema,Erro Sales Teste,SEB - Suporte,Tribo 1,Concluído,Medium,2024-06-26 14:30:00,2024-06-27 09:28:00,2024-06-27 09:28:00,16.0,18.966666666666665,Não,Sim,8.0,4.033333333333333,Sim,False,,Não,Fechado,18.966666666666665,2024-06-30 00:00:00,2024,4:02:00,4:02:00,Atingido,Atingido
SEB-82,Dúvida ,Integração SAP B1,SEB - Suporte,Tribo 1,Concluído,Medium,2024-06-27 14:00:00,2024-07-01 14:00:00,2024-07-05 14:32:00,16.0,96.0,Não,Sim,8.0,-38.016666666666666,Sim,False,,Não,Fechado,96.0,2024-06-30 00:00:00,2024,"-1 day, 14:01:00","-1 day, 14:01:00",Violado,Violado
SEB-85,Dúvida ,ENC: Pedido Grátis (número G0000006558) - T-1353119,SEB - Suporte,Tribo 1,Concluído,Medium,2024-07-15 13:39:00,2024-07-15 16:29:00,2024-08-20 11:07:00,16.0,2.8333333333333335,Sim,Não,8.0,5.166666666666667,Sim,False,,Não,Fechado,2.8333333333333335,2024-07-31 00:00:00,2024,5:10:00,5:10:00,Atingido,Atingido
SEB-86,Dúvida ,Problema Monitor de pedidos - Ordem nao aceita origem 0 do material,SEB - Suporte,Tribo 1,Concluído,Medium,2024-07-15 09:49:00,2024-07-29 14:53:00,2024-07-29 14:53:00,16.0,341.06666666666666,Não,Sim,8.0,-44.766666666666666,Sim,False,,Não,Fechado,341.06666666666666,2024-07-31 00:00:00,2024,"-1 day, 20:46:00","-1 day, 20:46:00",Violado,Violado
SEB-87,Dúvida ,CADASTRO - NOVO 98146675 RAILSON LIMA DE ARAUJO,SEB - Suporte,Tribo 1,Concluído,Medium,2024-07-15 09:52:00,2024-07-23 10:11:00,2024-07-23 10:11:00,16.0,192.31666666666666,Não,Sim,8.0,-44.8,Sim,False,,Não,Fechado,192.31666666666666,2024-07-31 00:00:00,2024,"-1 day, 20:48:00","-1 day, 20:48:00",Violado,Violado
SEB-89,Bug,ENC: RES: TROCA DE ATENDIMENTO - C D MARTINS PRODUTOS DE TECNOLOGIA - CNPJ: 45.937.776/0001-70,SEB - Suporte,Tribo 1,Encerrado,Medium,2024-07-22 14:27:00,2024-08-08 14:28:00,2024-08-08 14:28:00,16.0,408.01666666666665,Não,Sim,8.0,-42.21666666666667,Sim,False,,Não,Fechado,408.01666666666665,2024-07-31 00:00:00,2024,"-1 day, 18:13:00","-1 day, 18:13:00",Violado,Violado
SEB-91,Dúvida ,ENC: Empenho - Sales Center - Urgente ,SEB - Suporte,Tribo 1,Concluído,Medium,2024-07-23 11:47:00,2024-08-01 12:07:00,2024-08-01 12:07:00,16.0,216.33333333333334,Não,Sim,8.0,-59.483333333333334,Sim,False,,Não,Fechado,216.33333333333334,2024-07-31 00:00:00,2024,"-2 days, 11:29:00","-2 days, 11:29:00",Violado,Violado
SEB-92,Dúvida ,ENC: Habilitar Margem na tela de pedidos - Gerentes/Vendedores,SEB - Suporte,Tribo 1,Concluído,Medium,2024-07-23 14:25:00,2024-08-08 14:28:00,2024-08-08 14:28:00,16.0,384.05,Não,Sim,8.0,-62.28333333333333,Sim,False,,Não,Fechado,384.05,2024-07-31 00:00:00,2024,"-2 days, 14:17:00","-2 days, 14:17:00",Violado,Violado
SEB-93,Incidente,Sistema Código de Barras - Intrarno,SEB - Suporte,Tribo 1,Concluído,Highest,2024-07-23 14:37:00,2024-07-25 14:13:00,2024-07-25 14:31:00,4.0,47.6,Não,Sim,2.0,-34.416666666666664,Sim,False,,Não,Fechado,47.6,2024-07-31 00:00:00,2024,"-1 day, 10:25:00","-1 day, 10:25:00",Violado,Violado
